ID,2017_FinishTime
396,04:59:35
397,04:06:34
398,03:28:48
399,04:52:26
400,04:23:04
401,04:58:42
402,04:25:34
403,03:49:17
404,03:46:52
405,03:32:51
406,05:14:49
407,04:22:07
408,04:33:02
409,03:01:24
410,03:30:40
411,02:55:29
412,05:34:11
413,04:07:52
414,05:26:25
415,04:23:37
416,04:47:01
417,04:03:36
418,05:47:31
419,04:12:45
420,04:58:41
421,03:22:57
422,04:17:53
423,03:44:34
424,05:05:43
425,03:29:42
426,03:48:08
427,05:23:25
428,04:45:08
429,03:46:54
430,05:17:02
431,03:35:04
432,04:59:14
433,04:44:42
434,05:07:46
435,05:53:33
436,05:47:28
437,05:17:25
438,05:00:31
439,04:21:53
440,05:27:37
441,04:33:57
442,04:58:01
443,05:35:28
444,03:34:25
445,05:35:25
446,04:41:13
447,04:50:45
448,03:29:17
449,05:05:22
450,03:54:35
451,05:02:34
452,05:29:43
453,05:27:05
454,03:33:36
455,03:41:14
456,03:39:23
457,03:59:04
458,05:17:28
459,03:27:16
460,04:59:50
461,04:33:57
462,06:15:28
463,06:26:32
464,04:08:46
465,03:54:08
466,04:09:01
467,03:58:02
468,04:20:05
469,04:18:38
470,05:03:04
471,03:23:55
472,03:56:24
473,05:21:29
474,05:59:12
475,03:46:09
476,04:54:54
477,03:55:35
478,04:08:47
479,04:21:25
480,04:15:59
481,04:24:42
482,04:53:57
483,04:45:47
484,03:38:10
485,04:40:18
486,04:51:20
487,04:55:49
488,05:15:45
489,04:29:19
490,04:29:54
491,04:23:52
492,04:08:19
493,03:35:08
494,04:12:30
495,03:08:49
496,05:12:15
497,04:31:20
498,04:40:24
499,03:54:15
500,03:47:27
501,04:43:32
502,04:42:49
503,03:39:13
504,04:41:22
505,04:16:08
506,04:26:43
507,04:34:48
508,03:52:55
509,03:55:15
510,04:22:21
511,05:51:00
512,03:37:31
513,06:50:51
514,05:24:35
515,06:37:59
516,05:26:31
517,03:53:02
518,04:34:14
519,04:40:54
520,05:16:44
521,03:54:19
522,04:23:58
523,03:09:10
524,04:08:21
525,04:39:46
526,04:15:21
527,06:27:11
528,03:11:17
529,05:16:52
530,03:38:51
531,04:28:59
532,05:14:20
533,04:20:39
534,04:32:26
535,03:58:00
536,05:38:19
537,03:50:57
538,05:17:54
539,03:49:20
540,03:53:52
541,05:30:52
542,03:53:10
543,05:35:04
544,05:30:24
545,04:13:58
546,05:06:58
547,03:31:56
548,04:01:26
549,05:57:55
550,02:58:16
551,04:21:52
552,04:01:40
553,04:56:23
554,05:09:06
555,04:11:17
556,04:53:52
557,03:59:37
558,04:36:28
559,04:26:08
560,05:07:18
561,05:22:00
562,03:17:43
563,04:30:20
564,03:10:09
565,06:24:37
566,03:48:26
567,06:34:07
568,05:17:35
569,03:31:36
570,05:30:45
571,05:34:25
572,04:12:54
573,04:08:10
574,04:54:15
575,04:48:24
576,04:10:47
577,04:57:10
578,04:46:59
579,04:21:53
580,05:27:29
581,03:34:12
582,04:28:11
583,04:38:40
584,04:13:46
585,03:13:01
586,04:36:30
587,06:52:54
588,03:59:28
589,04:00:34
590,04:19:20
591,05:19:30
592,03:14:15
593,06:47:14
594,03:44:41
595,05:28:41
596,03:30:28
597,05:52:34
598,03:25:17
599,03:49:42
600,03:03:06
601,04:05:20
602,05:18:44
603,03:29:06
604,04:33:14
605,05:17:19
606,05:16:54
607,04:51:18
608,05:06:36
609,04:00:41
610,04:47:53
611,06:12:26
612,04:30:37
613,03:52:46
614,04:34:32
615,03:25:10
616,04:11:38
617,04:10:34
618,04:52:00
619,04:20:19
620,03:59:31
621,04:07:26
622,05:02:11
623,05:22:41
624,05:01:55
625,03:56:37
626,04:48:28
627,04:31:33
628,04:09:00
629,04:39:17
630,05:01:24
631,05:10:20
632,04:04:26
633,03:50:20
634,03:20:43
635,03:14:55
636,05:10:00
637,04:36:35
638,05:13:37
639,05:44:15
640,04:01:33
641,04:35:14
642,04:43:00
643,04:42:39
644,04:35:15
645,05:02:10
646,03:24:24
647,05:17:40
648,05:47:12
649,04:07:56
650,04:43:01
651,04:28:32
652,04:00:37
653,03:45:40
654,04:52:25
655,04:42:27
656,04:23:22
657,02:57:35
658,03:37:29
659,05:57:14
660,03:44:55
661,03:48:47
662,03:17:43
663,04:10:23
664,05:03:59
665,04:28:36
666,04:15:02
667,03:04:43
668,03:31:26
669,04:47:47
670,05:54:20
671,05:39:02
672,04:46:30
673,05:07:50
674,04:26:30
675,04:28:24
676,05:03:38
677,03:48:28
678,03:59:19
679,04:55:43
680,03:56:20
681,05:40:04
682,04:00:13
683,05:02:51
684,04:34:25
685,04:17:58
686,07:11:18
687,03:58:49
688,03:55:44
689,03:22:08
690,05:48:46
691,04:56:18
692,04:31:23
693,04:26:46
694,04:07:06
695,03:21:05
696,04:36:26
697,04:32:57
698,04:49:25
699,06:09:26
700,05:49:24
701,04:14:55
702,05:49:50
703,06:11:36
704,04:52:23
705,06:04:21
706,03:52:03
707,05:03:51
708,06:53:39
709,02:58:59
710,05:20:56
711,05:22:00
712,04:27:06
713,03:29:53
714,04:36:16
715,05:12:18
716,04:56:48
717,03:05:30
718,04:38:11
719,04:14:27
720,05:36:45
721,03:22:36
722,03:40:36
723,04:36:30
724,04:54:11
725,04:42:40
726,03:36:21
727,04:03:17
728,03:56:45
729,04:12:03
730,04:35:17
731,03:19:26
732,04:02:31
733,03:53:15
734,04:26:13
735,04:13:48
736,04:29:35
737,05:07:11
738,04:04:18
739,04:52:16
740,03:47:38
741,04:39:23
742,06:04:21
743,03:27:46
744,03:19:51
745,06:02:23
746,04:43:55
747,04:22:08
748,06:33:32
749,04:59:04
750,04:13:02
751,03:52:02
752,03:22:52
753,06:05:04
754,04:59:59
755,04:36:44
756,06:09:45
757,04:37:13
758,04:49:27
759,05:39:14
760,04:55:24
761,03:54:56
762,04:11:47
763,04:23:29
764,04:32:28
765,04:06:38
766,04:57:43
767,04:27:36
768,05:27:40
769,03:27:03
770,03:26:22
771,06:02:29
772,04:43:44
773,04:29:01
774,03:55:24
775,04:49:37
776,04:16:50
777,04:59:40
778,04:50:35
779,03:08:52
780,04:25:15
781,03:28:39
782,04:18:06
783,05:00:21
784,04:18:55
785,04:39:19
786,04:53:39
787,05:05:55
788,03:47:51
789,04:58:41
790,04:41:21
791,05:01:36
792,05:34:49
793,05:19:09
794,03:34:41
795,04:21:56
796,04:08:54
797,04:35:33
798,04:34:47
799,04:40:29
800,04:56:55
801,04:35:53
802,04:11:20
803,06:11:31
804,03:19:25
805,04:58:00
806,04:30:01
807,06:34:25
808,05:39:40
809,03:59:25
810,04:40:33
811,03:09:39
812,03:54:50
813,03:49:30
814,03:29:14
815,07:04:34
816,03:59:33
817,05:03:01
818,03:48:58
819,05:04:58
820,04:23:26
821,02:58:44
822,05:04:07
823,04:39:21
824,04:34:54
825,05:18:29
826,04:41:06
827,03:09:17
828,03:55:02
829,03:22:33
830,04:48:10
831,03:01:50
832,04:30:01
833,03:32:52
834,06:17:51
835,04:40:31
836,05:27:53
837,04:11:43
838,03:41:26
839,03:40:55
840,04:28:22
841,05:54:53
842,03:29:39
843,03:55:40
844,04:02:08
845,03:59:52
846,02:58:49
847,04:24:36
848,04:10:29
849,04:33:00
850,05:56:38
851,04:12:42
852,04:20:08
853,03:08:18
854,04:38:03
855,04:03:47
856,04:27:48
857,04:49:04
858,03:50:56
859,03:55:52
860,05:17:00
861,04:36:20
862,04:22:36
863,05:57:11
864,05:22:04
865,05:27:56
866,03:30:57
867,04:48:00
868,05:40:03
869,04:34:24
870,04:00:56
871,04:42:01
872,04:44:19
873,04:59:49
874,05:05:30
875,03:01:47
876,04:01:52
877,04:27:23
878,03:42:01
879,04:28:37
880,04:50:46
881,07:08:16
882,03:30:19
883,05:48:45
884,04:09:26
885,04:53:01
886,04:48:51
887,04:02:18
888,03:48:46
889,04:44:04
890,04:30:48
891,04:27:47
892,03:39:45
893,03:46:50
894,03:57:19
895,04:43:43
896,04:26:07
897,04:40:22
898,05:07:06
899,05:19:24
900,04:19:28
901,04:04:49
902,04:44:56
903,04:04:55
904,04:11:26
905,05:28:59
906,05:00:31
907,03:15:07
908,04:18:17
909,03:50:29
910,05:13:31
911,06:34:28
912,03:06:07
913,04:06:26
914,03:51:45
915,05:26:33
916,04:05:10
917,05:12:58
918,03:55:06
919,03:32:26
920,03:32:04
921,04:37:08
922,05:00:13
923,03:57:38
924,04:42:29
925,04:58:32
926,03:39:38
927,04:39:08
928,05:23:44
929,04:43:41
930,04:33:22
931,05:07:05
932,03:50:48
933,05:05:01
934,03:32:19
935,03:18:08
936,03:50:14
937,03:13:02
938,03:44:47
939,04:23:54
940,05:33:41
941,04:04:56
942,04:25:45
943,04:07:40
944,05:32:24
945,04:58:20
946,03:15:18
947,05:31:45
948,03:57:58
949,03:53:52
950,03:45:26
951,04:26:55
952,04:06:55
953,03:48:03
954,05:26:32
955,03:12:27
956,03:45:26
957,04:03:41
958,03:22:36
959,03:36:18
960,05:24:58
961,04:07:58
962,07:16:43
963,05:57:24
964,05:20:07
965,03:19:48
966,04:35:36
967,03:30:46
968,05:08:52
969,03:26:06
970,05:40:21
971,04:10:30
972,03:45:11
973,04:50:04
974,04:19:52
975,04:59:52
976,05:34:21
977,03:57:10
978,04:44:08
979,05:15:51
980,05:05:23
981,04:02:27
982,04:26:55
983,05:31:04
984,05:10:19
985,05:20:33
986,03:56:01
987,05:01:06
988,03:56:06
989,04:47:47
990,04:23:18
991,04:36:09
992,03:48:17
993,04:55:00
994,03:44:18
995,05:37:07
996,03:22:40
997,06:31:27
998,04:51:31
999,04:12:50
1000,04:07:58
1001,04:52:51
1002,03:42:58
1003,04:51:40
1004,04:53:55
1005,04:39:06
1006,03:13:41
1007,04:33:31
1008,03:27:15
1009,04:52:01
1010,07:08:07
1011,05:39:29
1012,04:06:51
1013,04:12:30
1014,05:48:45
1015,04:17:09
1016,04:09:22
1017,03:54:30
1018,04:30:58
1019,05:06:51
1020,04:36:59
1021,07:01:44
1022,04:31:12
1023,03:22:16
1024,03:55:13
1025,04:39:42
1026,05:01:53
1027,03:52:38
1028,04:13:51
1029,03:58:34
1030,03:16:43
1031,03:15:37
1032,04:16:19
1033,03:55:35
1034,05:37:27
1035,04:36:26
1036,04:55:40
1037,05:51:49
1038,05:45:59
1039,04:05:29
1040,05:13:55
1041,04:31:22
1042,04:06:37
1043,04:28:19
1044,04:19:12
1045,04:39:16
1046,03:49:10
1047,03:26:26
1048,05:12:33
1049,05:17:12
1050,06:31:31
1051,03:21:25
1052,04:03:57
1053,05:44:22
1054,04:20:45
1055,03:58:58
1056,02:42:56
1057,05:09:10
1058,04:26:53
1059,04:38:53
1060,03:42:23
1061,05:47:30
1062,05:09:49
1063,05:43:48
1064,04:52:42
1065,04:53:53
1066,04:52:37
1067,04:38:28
1068,05:51:54
1069,03:57:52
1070,05:02:54
1071,05:26:06
1072,03:22:04
1073,04:44:02
1074,04:18:07
1075,04:16:14
1076,06:00:26
1077,03:26:11
1078,05:17:01
1079,03:44:37
1080,03:25:30
1081,06:06:30
1082,03:19:04
1083,04:39:24
1084,05:18:14
1085,05:32:41
1086,05:00:09
1087,03:29:04
1088,04:21:32
1089,04:59:55
1090,04:41:35
1091,04:49:25
1092,04:34:14
1093,04:44:39
1094,03:14:51
1095,04:46:00
1096,03:53:19
1097,04:08:49
1098,03:29:04
1099,03:43:37
1100,03:43:52
1101,03:50:05
1102,03:46:28
1103,04:22:03
1104,03:59:58
1105,05:31:28
1106,04:49:27
1107,05:17:40
1108,03:55:05
1109,04:26:55
1110,04:10:25
1111,04:57:28
1112,06:24:30
1113,04:49:26
1114,05:35:16
1115,04:13:49
1116,04:03:14
1117,03:54:38
1118,04:48:20
1119,03:36:34
1120,04:10:42
1121,05:03:37
1122,06:43:41
1123,04:37:22
1124,04:55:49
1125,03:59:28
1126,03:21:34
1127,03:44:40
1128,04:47:30
1129,03:48:56
1130,05:03:33
1131,04:47:04
1132,04:32:04
1133,04:05:38
1134,03:54:35
1135,04:32:42
1136,04:16:57
1137,05:25:29
1138,04:49:12
1139,04:45:51
1140,05:09:05
1141,06:02:35
1142,03:56:36
1143,04:33:00
1144,03:50:33
1145,06:15:01
1146,04:19:54
1147,03:42:05
1148,04:49:36
1149,03:39:11
1150,05:33:52
1151,04:34:53
1152,05:10:26
1153,04:30:00
1154,03:37:05
1155,05:31:47
1156,04:31:40
1157,03:19:09
1158,04:26:04
1159,05:09:40
1160,05:02:21
1161,04:45:55
1162,04:24:30
1163,04:07:19
1164,04:50:42
1165,04:16:18
1166,04:36:33
1167,04:23:42
1168,04:29:01
1169,04:26:47
1170,05:04:50
1171,03:36:06
1172,04:28:18
1173,04:31:16
1174,05:35:19
1175,03:24:57
1176,03:35:03
1177,04:10:44
1178,06:28:16
1179,06:10:36
1180,04:55:28
1181,05:27:49
1182,03:02:30
1183,03:18:58
1184,04:44:03
1185,05:25:30
1186,04:31:31
1187,03:48:49
1188,03:59:20
1189,03:27:31
1190,04:21:17
1191,03:59:04
1192,06:39:49
1193,04:27:20
1194,04:09:50
1195,06:15:35
1196,05:01:49
1197,04:26:02
1198,05:45:52
1199,05:43:22
1200,03:50:34
1201,04:08:34
1202,04:38:46
1203,06:04:51
1204,05:16:24
1205,03:29:18
1206,04:49:31
1207,04:49:09
1208,05:10:25
1209,03:53:04
1210,04:43:03
1211,05:26:22
1212,04:36:53
1213,04:28:07
1214,03:52:16
1215,04:57:57
1216,07:12:35
1217,03:19:10
1218,03:48:02
1219,04:08:37
1220,03:43:01
1221,04:47:21
1222,04:31:14
1223,04:00:17
1224,04:36:01
1225,03:10:17
1226,04:38:53
1227,06:12:09
1228,05:13:13
1229,06:03:31
1230,03:34:10
1231,04:19:15
1232,04:19:41
1233,03:58:41
1234,04:29:07
1235,03:12:59
1236,03:53:00
1237,03:04:17
1238,04:24:56
1239,04:18:41
1240,03:43:28
1241,03:36:12
1242,04:08:32
1243,04:53:45
1244,05:19:59
1245,05:35:19
1246,04:00:06
1247,05:19:19
1248,03:34:05
1249,03:55:24
1250,04:21:51
1251,04:26:00
1252,04:52:46
1253,04:57:56
1254,04:44:59
1255,04:34:12
1256,05:02:50
1257,05:08:51
1258,05:22:19
1259,03:57:22
1260,04:40:09
1261,03:43:02
1262,04:25:45
1263,04:04:51
1264,05:03:45
1265,03:37:23
1266,03:33:17
1267,03:22:21
1268,03:44:11
1269,04:14:21
1270,05:17:30
1271,06:03:21
1272,04:09:17
1273,04:31:45
1274,04:37:58
1275,06:48:59
1276,05:36:49
1277,05:23:09
1278,06:02:55
1279,04:07:12
1280,03:51:20
1281,03:22:36
1282,04:42:34
1283,04:46:21
1284,04:35:30
1285,05:14:07
1286,04:07:58
1287,04:46:50
1288,05:41:29
1289,03:55:31
1290,04:25:48
1291,05:25:51
1292,04:51:05
1293,04:28:27
1294,04:37:51
1295,04:30:23
1296,04:07:03
1297,06:15:17
1298,03:28:19
1299,04:10:48
1300,04:47:26
1301,05:25:03
1302,04:37:03
1303,03:59:17
1304,04:00:10
1305,05:29:50
1306,03:43:26
1307,04:23:44
1308,03:52:27
1309,04:01:01
1310,05:23:51
1311,04:27:09
1312,05:01:28
1313,03:34:40
1314,05:57:09
1315,04:36:22
1316,05:18:11
1317,03:45:32
1318,05:44:48
1319,03:56:03
1320,03:42:17
1321,03:49:22
1322,04:10:56
1323,04:57:48
1324,03:29:25
1325,03:32:50
1326,04:41:20
1327,03:48:10
1328,05:22:27
1329,04:17:53
1330,04:25:59
1331,05:15:41
1332,03:26:33
1333,04:34:34
1334,04:24:19
1335,03:24:17
1336,03:35:05
1337,05:07:24
1338,04:56:42
1339,04:20:11
1340,04:22:39
1341,05:29:42
1342,03:57:29
1343,04:51:14
1344,03:44:56
1345,02:51:35
1346,04:07:36
1347,04:20:00
1348,04:19:00
1349,03:37:37
1350,04:08:34
1351,04:37:33
1352,04:55:15
1353,04:02:02
1354,04:21:51
1355,03:54:10
1356,03:52:12
1357,03:51:23
1358,03:23:32
1359,04:46:28
1360,07:01:39
1361,05:55:28
1362,04:04:43
1363,05:01:16
1364,05:28:41
1365,03:45:27
1366,03:44:49
1367,05:05:19
1368,03:59:39
1369,05:28:24
1370,03:38:51
1371,03:40:54
1372,04:47:50
1373,04:49:54
1374,04:05:02
1375,04:15:38
1376,06:45:37
1377,04:10:06
1378,04:31:44
1379,03:58:22
1380,04:34:10
1381,05:52:20
1382,04:35:29
1383,05:26:02
1384,05:43:00
1385,04:02:35
1386,03:45:51
1387,03:59:22
1388,04:51:46
1389,04:48:05
1390,04:55:00
1391,05:15:37
1392,04:09:55
1393,05:04:24
1394,03:15:00
1395,03:50:52
1396,03:19:47
1397,04:16:13
1398,05:17:31
1399,04:08:26
1400,04:04:58
1401,04:29:45
1402,03:37:18
1403,04:25:37
1404,05:02:00
1405,03:17:37
1406,03:44:59
1407,04:23:34
1408,05:59:49
1409,04:33:42
1410,04:51:51
1411,04:21:30
1412,03:46:11
1413,04:08:02
1414,04:49:52
1415,04:51:02
1416,04:31:48
1417,02:42:03
1418,04:05:28
1419,05:01:32
1420,05:44:39
1421,04:41:24
1422,05:22:35
1423,03:51:36
1424,03:52:58
1425,04:24:03
1426,03:13:34
1427,03:45:05
1428,03:28:48
1429,03:52:22
1430,04:37:30
1431,04:23:38
1432,04:14:28
1433,04:27:38
1434,04:34:00
1435,05:24:23
1436,05:31:08
1437,05:13:20
1438,04:24:00
1439,03:38:42
1440,04:10:44
1441,03:24:22
1442,03:57:36
1443,03:14:43
1444,04:33:29
1445,06:52:03
1446,04:02:55
1447,06:06:44
1448,04:12:00
1449,04:23:39
1450,04:20:54
1451,04:46:16
1452,03:44:03
1453,04:23:21
1454,04:27:55
1455,05:44:40
1456,05:34:50
1457,04:10:47
1458,06:02:56
1459,03:49:54
1460,06:02:55
1461,05:47:08
1462,06:33:35
1463,03:36:12
1464,04:34:01
1465,03:40:41
1466,04:37:22
1467,04:26:08
1468,04:19:49
1469,03:51:17
1470,04:19:59
1471,05:44:14
1472,04:51:26
1473,04:03:14
1474,03:46:43
1475,04:36:55
1476,05:54:55
1477,04:50:45
1478,04:49:26
1479,03:39:02
1480,05:15:08
1481,04:32:45
1482,06:42:36
1483,04:02:35
1484,05:54:19
1485,05:21:07
1486,04:09:33
1487,03:26:11
1488,03:45:48
1489,04:22:15
1490,04:08:31
1491,06:06:25
1492,04:54:43
1493,03:27:36
1494,05:16:17
1495,03:52:24
1496,05:59:33
1497,04:21:55
1498,04:47:29
1499,03:14:58
1500,04:40:27
1501,03:54:40
1502,04:26:36
1503,04:57:16
1504,03:55:07
1505,03:53:06
1506,03:37:42
1507,04:54:43
1508,06:06:40
1509,03:46:26
1510,03:34:50
1511,04:56:48
1512,03:49:42
1513,04:12:37
1514,04:53:19
1515,05:35:17
1516,04:26:50
1517,03:50:55
1518,04:39:45
1519,04:16:53
1520,06:14:46
1521,04:18:13
1522,03:22:32
1523,04:39:10
1524,06:08:09
1525,04:46:10
1526,04:24:31
1527,05:35:55
1528,04:19:44
1529,05:46:49
1530,03:38:34
1531,04:48:33
1532,04:23:58
1533,03:33:00
1534,05:14:14
1535,03:44:59
1536,05:07:15
1537,05:07:36
1538,05:59:35
1539,03:02:02
1540,04:12:19
1541,05:18:30
1542,04:37:44
1543,04:07:13
1544,05:21:47
1545,05:28:30
1546,04:16:44
1547,03:32:56
1548,04:20:32
1549,03:40:05
1550,04:45:43
1551,03:54:29
1552,04:49:26
1553,04:41:20
1554,03:53:24
1555,05:33:16
1556,05:19:08
1557,06:01:02
1558,05:27:08
1559,05:12:02
1560,06:19:31
1561,04:36:33
1562,04:15:58
1563,05:33:09
1564,04:53:41
1565,04:31:48
1566,03:59:44
1567,04:35:09
1568,04:32:57
1569,03:19:21
1570,03:33:14
1571,06:06:25
1572,04:57:04
1573,04:21:41
1574,03:57:37
1575,04:28:55
1576,03:36:44
1577,04:06:49
1578,04:10:33
1579,04:23:10
1580,04:43:47
1581,03:52:42
1582,03:54:23
1583,05:13:04
1584,04:29:23
1585,04:29:58
1586,04:19:08
1587,03:50:28
1588,03:57:56
1589,03:49:05
1590,05:22:05
1591,05:03:36
1592,05:17:54
1593,04:47:16
1594,05:04:43
1595,03:47:38
1596,03:49:26
1597,06:39:08
1598,06:19:53
1599,04:12:13
1600,05:25:15
1601,04:21:23
1602,03:32:12
1603,05:39:04
1604,05:17:53
1605,04:04:21
1606,03:56:50
1607,03:41:59
1608,04:38:32
1609,05:23:43
1610,03:30:48
1611,05:30:56
1612,05:24:12
1613,03:57:18
1614,04:45:05
1615,03:55:46
1616,05:45:41
1617,04:31:47
1618,05:13:28
1619,06:02:23
1620,05:28:20
1621,06:12:53
1622,04:46:54
1623,04:37:11
1624,03:52:03
1625,04:01:29
1626,05:02:25
1627,04:25:09
1628,04:39:28
1629,06:28:28
1630,04:06:12
1631,04:07:53
1632,04:24:50
1633,06:15:04
1634,06:08:41
1635,04:21:34
1636,05:53:33
1637,04:34:29
1638,07:09:34
1639,04:28:18
1640,04:58:41
1641,03:57:18
1642,05:33:35
1643,03:53:02
1644,05:21:56
1645,04:52:13
1646,04:00:47
1647,04:32:42
1648,03:36:15
1649,03:42:45
1650,05:03:15
1651,05:31:13
1652,04:32:27
1653,04:00:19
1654,04:58:00
1655,05:11:51
1656,04:45:04
1657,04:52:13
1658,04:04:04
1659,03:58:49
1660,06:15:04
1661,03:01:16
1662,04:18:34
1663,04:03:37
